artistName,artistPop,artistGenre,artistRelated
Chase Atlantic,83,alternative r&b,"The Neighbourhood, Isabel LaRosa, Chris Grey"
VAL,66,video game music,"Grabbitz, HEARTSTEEL, ARB4"
NIKI,78,indonesian r&b,"Zack Tabudlo, Luke Chiang, keshi"
Yu-Peng Chen,64,japanese vgm,"HOYO-MiX, Beside Bed, Evan Call"
ZLZL,29,trap beats,"Polis Sitz, Fadez N Riser, ZooLoo One"
Samuel Kim,63,anime lo-fi,"Yasuharu Takanashi, Yuki Hayashi, KOHTA YAMAMOTO"
Masuyu,27,study beats,"Woodly Fields, Estelas, Major 7th"
Clinton Kane,63,"alt z, gen z singer-songwriter","Alexander 23, Sara Kays, Anson Seabra"
Toosii,68,north carolina hip hop,"Rod Wave, Lil Durk, Fridayy"
Hitsujibungaku,61,"j-pop, j-rock, japanese alternative rock","King Gnu, ヨルシカ, Vaundy"
Vanita,26,swiss techno,"Intaktogene, Starkato, Kris Davis"
FLOW,61,anime,"KANA-BOON, KANKAKU PIERO, BURNOUT SYNDROMES"
Chris Brown,88,"r&b, rap","Jeremih, USHER, DJ Khaled"
Phương Anh,32,vietnamese bolero,"Mạnh Quỳnh, Mai Thiên Vân, Phi Nhung"
Oblivion,2,technical death metal,"Fractured Insanity, Hiss From The Moat, Whore of Bethlehem"
Szymon,51,folktronica,"Common Saints, Kowloon, Channo"
Maëlle,48,"french pop, variete francaise","Hoshi, Eddy de Pretto, Adeline Lovo"
Dynamicduo,56,"k-rap, korean r&b","BIBI, Junggigo, VIVIZ"
Dorely,35,french pop,"Alexy Large, Jovan, Floran"
Alan Walker,82,electro house,"K-391, Ava Max, Bebe Rexha"
Hilder Sky,25,background music,"Pacecamp, Boreal Monkey, Hugo Lemieux"
Agust D,77,k-rap,"j-hope, ATEEZ, TOMORROW X TOGETHER"
RM,78,k-rap,"j-hope, Gaeko, YOON MIRAE"
Lavern,71,stutter house,"Nu Aspect, Emmit Fenn, Repiet"
NewJeans,82,"k-pop, k-pop girl group","LE SSERAFIM, ILLIT, aespa"
Huỳnh Phi Tiễn,27,vietnamese pop,"Bảo Yến, Thái Châu, Vũ Khanh"
BLASÉ,44,"k-rap, korean drill","Roh Yun Ha, Chillin Homie, KHAN"
Salamanda,32,spectra,"LI YILEI, Dylan Henner, Johan Carøe"
Meex000,75,"hip hop, philly rap, pop rap, rap, southern hip hop, trap","Rick Ross, Migos, 2 Chainz"
MYRNE,44,"future bass, gaming edm, melodic dubstep, pop edm, singaporean electronic, singaporean pop, vapor twitch","MitiS, Conro, CloudNone"
Gesaffelstein,73,dark clubbing,"The Weeknd, Labrinth, The Neighbourhood"
Damma Beatz,39,"chill beats, trap beats","_91nova, Toby Tranter, A P O L L O"
Matt Simons,60,neo-singer-songwriter,"Parson James, Dakota, Conrad Sewell"
Jay Park,68,"k-pop, k-rap, korean r&b","BAEKHYUN, pH-1, JUNNY"
NAYEON,68,k-pop,"IVE, LE SSERAFIM, NMIXX"
Kanoé,46,rap francais,"Rémy, Raplume, Diddi Trix"
MUPP,60,"drift phonk, hyperpop","Sadfriendd, Ghostface Playa, KUTE"
Brandon Chase,52,acoustic chill,"Zita, Chill Gull, Otto Palmborg"
Stract,51,"lo-fi chill, sad lo-fi","CORBAL, itssvd, Timmies"
Polo G,81,"chicago rap, rap","Lil Tjay, Lil Baby, Sleepy Hallow"
Yunomi,47,"denpa-kei, japanese vtuber, kawaii future bass","Kizuna AI, TUYU, PSYQUI"
Thomas Day,55,"gen z singer-songwriter, singer-songwriter pop","Zach Hood, Daniel Seavey, Alex Sampson"
TWICE,79,"k-pop, k-pop girl group, pop","Red Velvet, IVE, TOMORROW X TOGETHER"
Kapa Boy,62,ambient lo-fi,"Goomp, Sviral., Hisohkah"
Natoo,24,chanson virale,"Florent Peyre, Kristoff & Dorothée, Alka Balbir"
HYOLYN,56,"k-pop, korean r&b","BAEKHYUN, CHUNG HA, WayV"
Xavi,78,sad sierreno,"Fuerza Regida, Calle 24, Peso Pluma"
four30,38,chill house,"aiden, Joel Winterflood, MusicbyAden"
James Hype,70,"deep groove house, house, pop dance, uk dance","Matt Sassari, FISHER, Mau P"
Bastille,76,"metropopolis, modern rock, pop","OneRepublic, Imagine Dragons, Vance Joy"
BURNOUT SYNDROMES,56,"anime, anime rock","KANA-BOON, LiSA, BLUE ENCOUNT"
THE ANXIETY,59,modern alternative pop,"Tyler Cole, WILLOW, Ritt Momney"
ATEEZ,74,"k-pop, k-pop boy group","TAEMIN, NCT 127, TOMORROW X TOGETHER"
Paul Blanco,55,korean drill,"Coogie, JUNNY, ""BEO"""
Pxlish Beatz,46,"gym hardstyle, polish phonk","TRVNSPORTER, Mirin Brah, Fxbii"
MVCA,51,"chill house, tropical house","Vitaly Gray, MUNICH MONSTRS, Francis Skyes"
Lucas Estrada,64,"deep pop edm, swedish tropical house","Thierry Von Der Warth, Deepend, Rolipso"
SXMPRA,64,drift phonk,"Sadfriendd, 1nonly, MUPP"
The Wanted,65,"boy band, dance pop, pop, post-teen pop","Olly Murs, Taio Cruz, Mike Posner"
Maejor,61,detroit hip hop,"Iggy Azalea, Mia Martina, SAYGRACE"
Yung Snapp,62,italian hip hop,"MV Killa, VillaBanks, SLF"
BLUE STEEL,39,trap beats,"Ballpoint, Cushy, A P O L L O"
Bey,87,"pop, r&b","Rihanna, ""Destinys Child"", Nicki Minaj"
boys be kko,21,japanese electronic,"Minoas Cirillo, Qess, Alex Vezo"
Jugglerz,54,jamaican dancehall,"Summer Cem, Samra, NOAH"
John Lennon,71,"classic rock, rock","The Beatles, George Harrison, Paul McCartney"
FearZ,6,samurai trap,"Gltch, Sevou, Panda."
DJ GreyttBlack,52,sped up,"Lomz, MADAX, Speedy Jack"
Maj Majid,17,study beats,"Hologram Tiger, Blu Beats, Polis Sitz"
GENESI,53,tech house,"No/Me, Mau P, Westend"
James Mac,56,melodic house,"Vall, Gianni Romano, RAFFA GUIDO"
Madison Beer,75,pop,"Tate McRae, Ariana Grande, Troye Sivan"
Molecular Clouds,39,sleep,"Chymeris, Szigeti Aliz, Frieda Walsch"
Elijah Nang,39,japanese chillhop,"Nymano, Kalaido, Hz."
Kaky,35,cloud rap francais,"Lonepsi, Achile, Princesse"
Ben Tofft,37,calming instrumental,"Sisters Of Marks, Broken Legacy, Woven Hearts"
Porter Robinson,65,"complextro, edm, electro house, pop dance, progressive electro house","Madeon, San Holo, Grant"
GloRilla,79,southern hip hop,"Sexyy Red, JT, Megan Thee Stallion"
Bandmanrill,49,new jersey underground rap,"Sha EK, Set Da Trend, JayBucks"
Topic,76,"german dance, pop dance, pop edm, uk dance","MEDUZA, A7S, Lost Frequencies"
Jonathan Dorjee,43,528hz,"La-Mu, Elsa Whage, Ebba Dekker"
Nick Jonas,67,"dance pop, pop","Hailee Steinfeld, Alessia Cara, ZAYN"
DISH//,58,"anime, j-division, j-pop","Novelbright, Sukima Switch, SEKAI NO OWARI"
Vũ.,66,"indie viet, rock viet, v-pop, vietnamese singer-songwriter","Binz, Da LAB, JSOL"
Kelly Moran,36,"electra, experimental classical, mandible, new isolationism, prepared piano, spectra","Walt McClements, Maya Shenfeld, Kali Malone"
Cigarettes After Sex,86,"ambient pop, dream pop, el paso indie, shoegaze","Lana Del Rey, Beach House, girl in red"
もさを。,55,japanese teen pop,"あれくん, 『ユイカ』, 有華"
Tom Gregory,57,uk pop,"Conor Byrne, Nico Santos, ILIRA"
Tobiahs,57,"aussietronica, stutter house","RSCL, Jend, Repiet"
Jayesslee,48,viral pop,"Chlara, Joseph Vincent, Leanne & Naara"
Macy Ellen,35,acoustic chill,"Tobey Rosen, Mia Rainn, Demi Femme"
MY FIRST STORY,63,"j-pop, j-rock, japanese post-hardcore","SPYAIR, milet, Aimer"
TWOPILOTS,68,tropical house,"Toby Rose, Deepend, Horizon Blue"
sped up 8282,13,sped up,"World the Kid, Ary Nightcore, G H C"
Dibyo,55,"lo-fi chill, sad lo-fi","itssvd, Timmies, CORBAL"
Fred again..,80,"edm, house, stutter house","Delilah Montagu, Obongjayar, The Blessed Madonna"
HoodBlaq,66,german hip hop,"Jamal, Soufian, SOTT"
Ozonezzz,55,"color noise, healing hz, white noise","Klangspiel, Dozy Sounds, Limone M"
American Authors,66,"modern rock, pop rock","WALK THE MOON, Sheppard, Train"
K-391,65,"gaming edm, nordic house","Julie Bergan, Alan Walker, Tomine Harket"
Green-House,41,"ambient synth, fourth world, spectra","Ann Annie, Patricia Wolf, MEITEI"
Lenny Loops,58,"lo-fi sleep, lo-fi study","Casiio, Kainbeats, Hoogway"
Snoh Aalegra,67,"alternative r&b, scandinavian r&b, swedish soul","SiR, Teyana Taylor, Lucky Daye"
CamelPhat,67,"deep tech house, house, progressive house, uk dance","Jem Cooke, Cristoph, Gorgon City"
Alex Lustig,48,vapor twitch,"MÒZÂMBÎQÚE, AK, Misc.Inc"
DPR LIVE,61,korean r&b,"DEAN, pH-1, Hoody"
Pink Oak,19,trap beats,"Salmon Says, Fadez N Riser, Lazy Lovers"
Wänderlost,35,japanese chillhop,"Yokomeshi, an/tunes, Downtown Owl"
Uppermost,42,complextro,"ATTLAS, FEYNMAN, Direct"
ILLIT,75,5th gen k-pop,"LE SSERAFIM, aespa, KISS OF LIFE"
SICK LEGEND,67,gym hardstyle,"GYM HARDSTYLE, Always Mirin, BAKI"
Hiko,60,sped up,"MADAX, Speed Radio, accelerate"
Ashley Jones,37,bossa nova cover,"Ernesto Iglesias, Lo Cabana, Ouvindo"
Andrew Bayer,44,"progressive house, progressive trance, trance, uplifting trance","Zoë Johnston, Oliver Smith, Ilan Bluestone"
j-hope,74,"k-pop, k-rap","RM, Agust D, ATEEZ"
Slim Rex,27,trap beats,"ZLZL, D-Platform, Sonliks"
Băng Tâm,26,vietnamese pop,"Quỳnh Trang, Tâm Đoan, Bảo Yến"
Heater Fanz,23,trap beats,"ZLZL, Fadez N Riser, Polis Sitz"
Thomas Daniel,46,acoustic cover,"Sara Farell, The Mayries, Roses & Frey"
Sheppard,61,"australian indie, australian pop, folk-pop","WALK THE MOON, American Authors, Train"
Foxes,61,"electropop, metropopolis, uk pop","BROODS, CHVRCHES, MØ"
熊川みゆ,30,japanese singer-songwriter,"H△G, Mitei no Hanashi, yourness"
Adeline Lovo,37,french pop,"Foé, Lisa Pariente, Louisette & Amaury"
Linked Horizon,61,"anime, otacore","Masatoshi Ono, FLOW, VK Blanka"
Nessa Barrett,69,"alt z, social media pop","Madison Beer, Chase Atlantic, Tate McRae"
Cœur,11,rap lyonnais,"Thérèse, oXni, Héro Echo"
Styleto,49,french pop,"Lisa Pariente, Helena, Zélie"
Chaël,45,chill house,"Matvey Emerson, Rotciv & Revilo, Daniel Glaven"
lechiffrebeats,47,lo-fi sleep,"Dreamfield, squeeda, nomar.wav"
Fadez N Riser,25,trap beats,"ZLZL, Polis Sitz, Damian Thorpe"
Wren Evans,60,"v-pop, vietnamese hip hop, vietnamese melodic rap","itsnk, GREY D, 2pillz"
Philippine,37,tagalog worship,"Ateneo Chamber Singers, Mark Anthony Carpio, The Philippine Madrigal Singers"
Nightcore Dreams,38,nightcore,"Into The Nightcore, Fly By Nightcore, Nightcore Hits"
Peso Pluma,93,"corridos tumbados, sad sierreno","Fuerza Regida, Oscar Maydon, Chino Pacas"
The Chordettes,54,"classic girl group, doo-wop, vocal harmony group","The Crew Cuts, Bobby Darin, Louis Prima"
Colt,71,"canadian americana, canadian contemporary country, outlaw country, saskatchewan indie","Tyler Childers, Brent Cobb, The Steeldrivers"
Knowmadic,42,"chillhop, lo-fi beats","Smuv, Brenky, BluntOne"
Shuta Yasukochi,29,"drift, j-ambient","Rhucle, David Cordero, Sachi Kobayashi"
Becky Hill,74,"pop dance, pop house, uk dance, uk pop","Ella Henderson, Joel Corry, Nathan Dawe"
Burgettii,37,"lo-fi chill, sad lo-fi","goldenchildren, Sarah Meow, Vluestar"
Tinlicker,67,melodic house,"Helsloot, Leo Stannard, Klangkarussell"
Above & Beyond,62,"edm, progressive house, progressive trance, trance, uplifting trance","Zoë Johnston, Andrew Bayer, Ilan Bluestone"
League of Legends,79,"speedrun, video game music","Arcane, Mako, Against The Current"
amazarashi,54,"anime, anime rock, j-rock, japanese teen pop","Sayuri, BLUE ENCOUNT, EGOIST"
D.O.,67,k-pop,"HEIZE, WENDY, CHEN"
Ghetto Phénomène,47,"french hip hop, pop urbaine, rap marseille","Benab, AM La Scampia, SAF"
Way Ched,40,"k-rap, korean r&b","TRADE L, BOYCOLD, Ourealgoat"
Calum Scott,77,pop,"Lewis Capaldi, Dean Lewis, Ed Sheeran"
Joel Corry,72,"dance pop, pop dance, uk dance","MNEK, Becky Hill, Jax Jones"
Idealism,53,lo-fi beats,"""jsan"", Aso, mommy"
YouNotUs,62,german dance,"Alle Farben, Toby Romeo, VIZE"
Mrs. GREEN APPLE,81,"anime rock, j-pop, j-rock","back number, OFFICIAL HIGE DANDISM, Da-iCE"
Martin Luminet,28,nouvelle chanson francaise,"Hélène Sio, Ysé, Oscar les vacances"
Pomme,61,"french pop, nouvelle chanson francaise","Camélia Jordana, Ben Mazué, Clio"
Mila Harper,41,sleep,"Harvey Lanza, Alva Adler, Carwyn"
Pop Smoke,80,"brooklyn drill, hip hop, rap","Roddy Ricch, Lil Tjay, Internet Money"
Vaundy,74,"j-pop, japanese soul","OFFICIAL HIGE DANDISM, Yuuri, King Gnu"
Lay Bankz,68,jersey club,"""Aliyahs Interlude"", Shy Smith, Flo Milli"
Searows,61,"indie pop, modern indie folk","runo plum, Delaney Bailey, Philip Brooks"
Lapostroz,20,cloud rap francais,"Mass, Ekoms, MNH"
Matsu Take Ensemble,22,japanese traditional,"Satomi Saeki And Alcvin Takegawa Ramos, Joji Hirota, Aiko Hasegawa"
JUNNY,57,korean r&b,"GEMINI, Dvwn, Seori"
Tayna,65,albanian pop,"UKAY, Dhurata Dora, Dafina Zeqiri"
MIRANI,48,k-rap,"lIlBOI, GroovyRoom, pH-1"
Beatrice,53,schlager,"Maite Kelly, Michelle, Nik P."
WALK THE MOON,71,"dance rock, modern alternative rock, modern rock, neo mellow, pop rock","American Authors, Sheppard, Train"
Maluma,86,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino","Manuel Turizo, KAROL G, Ozuna"
Tom Odell,80,chill pop,"David Kushner, SYML, Lord Huron"
See-Saw,42,mecha,"Nami Tamaki, FictionJunction YUUKA, Mika Arisaka"
Zedd,76,"complextro, edm, german techno, pop, pop dance","The Chainsmokers, Martin Garrix, Grey"
Vanessa Carlton,64,"lilith, neo mellow, piano rock, pop rock, post-teen pop","Daniel Powter, Backstreet Boys, Jessie J"
Panic! At The Disco,78,pop,"Fall Out Boy, Twenty One Pilots, Paramore"
Ruffnux,54,"chill house, tropical house","le moon, soleil, rayn"
Fuerza Regida,90,"corrido, corridos tumbados, sad sierreno, sierreno","Peso Pluma, Chino Pacas, Oscar Maydon"
Omar Apollo,70,"bedroom pop, bedroom soul","Q, Dijon, Orion Sun"
King Gnu,72,j-pop,"Kenshi Yonezu, OFFICIAL HIGE DANDISM, Vaundy"
Super Pipo,43,slowed and reverb,"Vallvete, Mzlznzz, melanies husbands"
Lilas Ikuta,61,"j-pop, japanese teen pop","Uru, SUDA MASAKI, DISH//"
Caiiro,57,"afro house, south african house","Zakes Bantwini, Da Capo, Black Coffee"
SINCE,37,k-rap,"Huh, DON MALIK, unofficialboyy"
P1Harmony,66,"k-pop, k-pop boy group","BOYNEXTDOOR, ZEROBASEONE, ATEEZ"
Why Don't We,67,"boy band, pop","Lauv, AJ Mitchell, HRVY"
JENNIE,83,k-pop,"LISA, ROSÉ, LE SSERAFIM"
JEON SOMI,63,k-pop,"HWASA, IVE, ITZY"
Ice Spice,75,bronx drill,"Flo Milli, Sexyy Red, Jordan Adetunji"
DallasK,47,"complextro, dutch house, electro house, pop edm, progressive electro house, sky room","Georgia Ku, Matisse & Sadko, The Him"
brb.,59,"bedroom r&b, singaporean pop","Hojean, The Millennial Club, slchld"
Luh Kel,58,"pop r&b, st louis rap","MarMar Oso, YK Osiris, Lil Mosey"
CL5K,24,trap beats,"Auracane, Lushi, Loe Moe"
NCT DREAM,74,k-pop boy group,"NCT 127, SEVENTEEN, TAEYONG"
JEREMIAS,67,german pop,"ENNIO, Berq, Zartmann"
peerless,12,vaudeville,"Arthur Fields, The Peerless Quartet, Charles H. Hart"
Seven Lions,61,"brostep, complextro, dubstep, edm, electro house, melodic dubstep, pop dance, progressive trance","Adventure Club, HALIENE, Dabin"
BIMINI,46,"chill house, tropical house","Pablo Leo, MUNICH MONSTRS, Altero"
LauCarré,42,"rap calme, rap francais","Karma, Pxrselow, Yonis"
StaySolidRocky,63,melodic rap,"Lil Mosey, YNW Melly, Internet Money"
Dark Sky,39,"future garage, microhouse, uk experimental electronic, wonky","Max Cooper, Rival Consoles, Indian Wells"
Sarcastic Sounds,59,"lo-fi chill, sad lo-fi","Snøw, Rxseboy, Skinny Atlas"
Nightcore by Halocene,31,nightcore,"Nightcore Cene, Nightcore Hits, Nightcore Red"
Griff,65,"alt z, uk pop","Maisie Peters, FLETCHER, Nina Nesbitt"
Peachy!,56,lo-fi beats,"Sofia Mills, mxmtoon, Verzache"
Guidolain beats,44,lo-fi jazzhop,"Civin, Sam Cross, Lotus Beats"
Dreamers Delight,40,vapor twitch,"mossy., COFRESI, Bass Physics"
Lazy Lovers,15,trap beats,"Pink Oak, Polis Sitz, Salmon Says"
Kiasmos,54,"electronica, icelandic electronic","Janus Rasmussen, Christian Löffler, Max Cooper"
fun.,68,"baroque pop, metropopolis, neo mellow","Train, ""Plain White Ts"", American Authors"
Death From Above 1979,49,"canadian rock, dance-punk, garage rock, indietronica, modern alternative rock, modern rock","The Von Bondies, Blood Red Shoes, The Vines"
jhfly,39,lo-fi beats,"Smoke Trees, oofoe, Sugi.wa"
Bella Poarch,63,modern alternative pop,"salem ilese, Superfruit, Mad Tsai"
M!NT ,23,downtempo bass,"Sonny Side Up, Rosehip, smokefishe"
Oto Roth,30,sleep,"Sayulita, Malie Aolani, Sonhos de Solidão"
Kima,58,"anti-folk, olympia wa indie","The Moldy Peaches, Elliot Page, Cherry Glazerr"
LUNAX,64,hypertechno,"Neptunica, TMW, Tiscore"
Allan,74,country,"Alabama, Brooks & Dunn, Toby Keith"
Typhillosion,26,otacore,"Bethesda, HMT, Nonatomusic"
Kenshi Yonezu,76,"anime, j-pop","ヨルシカ, King Gnu, OFFICIAL HIGE DANDISM"
Euloria,44,sleep,"Dormiente, Eoforwine, Benny Dawn"
Blood Orange,69,"alternative r&b, art pop, escape room, indie soul, indietronica, metropopolis","Shelly, Jordana, Clairo"
BrosZZ,40,lo-fi vgm,"massobeats, Barradeen, Lee"
ZUTOMAYO,68,j-pop,"ヨルシカ, MAISONdes, Ayase"
Desiigner,62,"pop rap, rap, southern hip hop, trap, viral trap","Rae Sremmurd, Migos, Rob $tone"
RIIZE,69,5th gen k-pop,"TWS, BOYNEXTDOOR, NMIXX"
Creepy Nuts,76,j-pop,"Kocchi no Kento, Tatsuya Kitani, Ado"
TAEYONG,61,k-pop,"NCT 127, NCT U, NCT DREAM"
ZRobb,43,sad lo-fi,"LUUV., ProdBySunny, 9smkr"
De Seu,54,sleep,"Huma, Rannar Sillard, Galactica Pivot"
SUBSET,20,"ambient dub techno, dub techno, nz electronic","Stillhead, Audialist, Bwoy De Bhajan"
DeJ Loaf,67,"detroit hip hop, r&b, trap, trap queen","Jacquees, Jhené Aiko, Bryson Tiller"
KISS OF LIFE,74,"5th gen k-pop, k-pop girl group","aespa, LE SSERAFIM, NAYEON"
SHRK,53,"lo-fi chill, sad lo-fi","Unclenathannn, prxz, itssvd"
CloZee,55,"downtempo bass, electra, glitch hop","LSDREAM, Of The Trees, Esseks"
James Carter,19,contemporary post-bop,"George Coleman, Jeff Hamilton Trio, Ray Drummond"
Sara Kays,59,"alt z, gen z singer-songwriter, modern indie pop","Alexander 23, Clinton Kane, Dylan Conrique"
DJ Pho,36,slowed and reverb,"MidnightDrives, oatcappucino, URM1"
Lofuu,46,sad lo-fi,"dprk, CPRCRN, Cloke"
Zatox,48,"classic hardstyle, euphoric hardstyle, rawstyle","Frontliner, MANDY, Broken Minds"
Take Care,65,corecore,"sign crushes motorist, Wishing, ""i dont like mirrors"""
Lunaire,21,calming instrumental,"Ensemble Rivr Dane, HILMA, Landwerm"
Prezioso,66,italo dance,"LUM!X, Gabry Ponte, VINAI"
archipelago beats,35,study beats,"dirtybirdie, AUIIRA, pipetiger"
Arcade Wrld,22,japanese chillhop,"PURE, REMBRANDT, Haise"
Mammal Hands,44,"contemporary jazz, indie jazz, modern jazz trio","Slowly Rolling Camera, Portico Quartet, GoGo Penguin"
Closed on Sunday,57,"anime lo-fi, lo-fi cover","Less Gravity, a girl and a cat, Tanoshi"
PATEKO,44,korean underground rap,"Jayci yucca, Kid Wine, Kim Seungmin"
back number,76,"j-pop, j-rock","Aimyon, Macaroni Empitsu, Mrs. GREEN APPLE"
CHUNG HA,61,k-pop,"SUNMI, KARD, EVERGLOW"
He Is We,53,"alternative pop rock, neon pop punk, pixie, washington indie","The Fray, MIIA, Kat Dahlia"
Woven Hearts,37,calming instrumental,"Space Access, Sisters Of Marks, Ben Tofft"
The Temper Trap,69,"indietronica, modern rock, shimmer pop","Empire Of The Sun, Peter Bjorn and John, Disclosure"
Wolf Alice,60,"indie rock, modern alternative rock, modern rock","Wet Leg, The Big Moon, Alvvays"
LUUV.,47,"lo-fi chill, sad lo-fi","ProdBySunny, 9smkr, ZRobb"
Michael Schulte,64,"german pop, talentschau","Zoe Wees, Loi, Dean Lewis"
YEONJUN,71,5th gen k-pop,"MEOVV, KISS OF LIFE, KATSEYE"
Carnage,52,"dutch house, edm, electro house, electronic trap, viral trap","Flosstradamus, FKi 1st, Yogi"
ford.,49,"vapor soul, vapor twitch","Mishegas, boxboys, Saint Sinner"
Marnik,65,"dutch house, hypertechno","BENNETT, Quinten Circle, ""MondelloG"""
Particles And Waves,47,healing hz,"Triangular Prism III, Dayonas Dream, Deltachromatique"
Benjamin Martins,45,calming instrumental,"Rand Aldo, Lucas Delphy, Zoe Connelly"
Vandelux,60,stutter house,"TEEMID, Jerro, Leo Stannard"
Amixem,40,chanson virale,"Peyruis, MEGAN x JIM AVES, Todiefor"
Rsko,66,"pop urbaine, r&b francais","L2B, Genezio, Liim’s"
Sleepy Hallow,77,"brooklyn drill, nyc rap","Polo G, Sheff G, Lil Tjay"
JustaTee,59,"v-pop, vietnamese hip hop, vietnamese melodic rap","Binz, Lou Hoàng, BigDaddy"
TOKiMONSTA,52,"chillwave, electra, escape room, indietronica, instrumental hip hop, wonky","BAYNK, Chrome Sparks, Toro y Moi"
offonoff,49,korean r&b,"Cosmic Boy, Hoody, Dvwn"
The Script,78,"celtic rock, pop","Train, Ed Sheeran, The Fray"
Pietro Lombardi,51,german pop,"Sarah Engels, Vanessa Mai, K-Fly"
Bizarrap,82,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino","Trueno, Nicki Nicole, Taiu"
8D Songs,64,8d,"Shake Music, DRILL GATES, kiwi"
Sonny Fodera,71,"house, pop dance, uk dance","Jazzy, Clementine Douglas, D.O.D"
DPR IAN,68,k-rap,"BIBI, So!YoON!, DPR LIVE"
Kurt Stewart,42,lo-fi study,"TyLuv., kudo, ""no ones perfect"""
Hania Rani,59,"compositional ambient, neo-classical","Erland Cooper, Nils Frahm, Felix Rösch"
