artistName,artistPop,artistGenre,artistRelated
Parker McCollum,68,"classic texas country, contemporary country, modern country pop, texas country","Muscadine Bloodline, Cody Johnson, Riley Green"
Jeannie C. Riley,46,classic country pop,"Loretta Lynn, Charlie Rich, Tammy Wynette"
Laura Les,55,"glitchcore, hyperpop, proto-hyperpop, transpop","Dylan Brady, 100 gecs, siouxxie sixxsta"
George Jones,63,"classic country pop, country, country rock, honky tonk","Merle Haggard, Conway Twitty, Dwight Yoakam"
Guy Mitchell,41,deep adult standards,"Jerry Burnham, Don Burnham, Kay Kyser"
Loverboy,56,"album rock, classic canadian rock, classic rock, glam metal, hard rock, mellow gold, soft rock","Cheap Trick, Eddie Money, Asia"
Misfits,67,"horror punk, new jersey hardcore, new jersey punk, punk","Dead Kennedys, Suicidal Tendencies, Descendents"
Gene Autry,50,"classic oklahoma country, cowboy western, traditional country, yodeling","Burl Ives, Gayla Peevey, The Fontane Sisters"
Stephen Sanchez,76,gen z singer-songwriter,"Em Beihold, New West, JVKE"
Gretchen Wilson,56,"contemporary country, country, country dawn, country road","Sara Evans, Jo Dee Messina, John Michael Montgomery"
Creed,74,"alternative metal, nu metal, post-grunge, rock","Staind, 3 Doors Down, Puddle Of Mudd"
Ricky Skaggs,50,"bluegrass, bluegrass gospel, classic country pop, country rock, mandolin, old-time","Marty Stuart, Earl Scruggs, The Oak Ridge Boys"
The Highwaymen,63,"country, country rock, outlaw country","Willie Nelson, Waylon Jennings, Johnny Cash"
Oesch's die Dritten,39,alpine yodeling,"Die Mayrhofner, Zillertaler Schürzenjäger, Slavko Avsenik und seine Original Oberkrainer"
Pat Benatar,64,"album rock, classic rock, glam metal, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock","Heart, Cheap Trick, REO Speedwagon"
Bonnie Tyler,70,"europop, new wave pop, soft rock","Cyndi Lauper, Irene Cara, a-ha"
Sam & Dave,60,"classic soul, memphis soul, soul, southern soul","Wilson Pickett, ""Booker T. & the M.G.s"", Barrett Strong"
Bob Seger,70,"album rock, classic rock, country rock, detroit rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock","John Mellencamp, Steve Miller Band, Tom Petty"
Eagles,77,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock","America, The Doobie Brothers, Billy Joel"
Eric Carmen,64,"new wave pop, soft rock, yacht rock","Jennifer Warnes, Patrick Swayze, Bill Medley"
Def Leppard,71,"album rock, classic rock, glam metal, hard rock, nwobhm, rock","Poison, Warrant, Whitesnake"
Billy Joe Shaver,42,"classic texas country, outlaw country","Jerry Jeff Walker, Dale Watson, Luke Bell"
Crapface,19,"bubblegum bass, proto-hyperpop","digifae, recovery girl, Gameboi"
Four Tops,65,"classic soul, disco, motown, quiet storm, soul","The Supremes, Jackie Wilson, Frankie Valli & The Four Seasons"
The Clash,72,"alternative rock, permanent wave, punk, rock","Iggy Pop, David Bowie, The Rolling Stones"
Jon Wolfe,42,"classic texas country, red dirt","Josh Ward, Triston Marez, Kyle Park"
Patsy Cline,62,"country, nashville sound","The Jordanaires, Ricky Nelson, Tammy Wynette"
Boy Fantasy,48,"pink noise, scenecore","Aidan Swank, Nosgov, Vampyx"
Sonny & Cher,53,"adult standards, bubblegum pop, folk, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock","Petula Clark, Bruce Channel, The Drifters"
Muki,68,indie pop,"DECO*27, Giga, Maretu"
Rosa Walton,60,electronic,"IBDY, RAT BOY, Edwards Archive"
Icona Pop,68,"candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop","will.i.am, Kesha, LMFAO"
Tim McGraw,74,"contemporary country, country, country road","Blake Shelton, Eric Church, Kenny Chesney"
Stonewall Jackson,36,"classic country pop, honky tonk, western swing","Wynn Stewart, Del Reeves, Charlie Walker"
Bing Crosby,62,"adult standards, easy listening, lounge, swing","Burl Ives, Andy Williams, Gene Autry"
Rebzyyx,65,emo,"Rebzyyx, hoshie star, horrormovies"
Simple Plan,70,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk, pop rock","We The Kings, Good Charlotte, The All-American Rejects"
Mack Allen Smith,26,country,"Eddie Noack, Wayne Hancock, Sanford Clark"
Megan Moroney,77,"contemporary country, modern country pop","Lainey Wilson, Ella Langley, Riley Green"
My Chemical Romance,80,"emo, modern rock, pop punk, pov: indie, rock","Paramore, Pierce The Veil, Green Day"
Alabama,67,"contemporary country, country, country road, country rock","Travis Tritt, Toby Keith, Brooks & Dunn"
LyteSpeed,39,scenecore,"KidSnorlax, syris, xofilo"
Da Tweekaz,62,"classic hardstyle, euphoric hardstyle","Coone, Brennan Heart, Ran-D"
Blaketheman1000,24,indie,"May Rio, Astra King, Mana Garden"
Clay Walker,58,"contemporary country, country, country road","Joe Nichols, Tracy Byrd, Trace Adkins"
Z'Hansrüedi,32,mundart,"ChueLee, Urchig, ""Franz Arnolds Wiudä Bärg"""
Gordon Lightfoot,62,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock","Jackson Browne, Jim Croce, Crosby, Stills & Nash"
SOPHIE,60,"art pop, bubblegum bass, deconstructed club, escape room, hyperpop, proto-hyperpop, transpop","A. G. Cook, Cecile Believe, Shygirl"
Black Sabbath,74,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal","Ozzy Osbourne, Metallica, Iron Maiden"
Matt Maltese,69,"indie anthem-folk, indie pop, pov: indie","Strawberry Guy, Oscar Lang, Vansire"
Brothers Osborne,62,"contemporary country, country, country road, modern country rock, modern southern rock","Dierks Bentley, Chris Janson, Eric Church"
Charley Pride,55,"classic country pop, country, country rock, nashville sound","Don Williams, The Oak Ridge Boys, George Jones"
Boyish,40,indie pop,"girlpuppy, Chrissy, SOMOH"
Roma Radz,11,pink noise,"Euvn, cookii, Gameboi"
Perry Como,60,"adult standards, easy listening","Andy Williams, Dean Martin, Brenda Lee"
Travis Tritt,66,"contemporary country, country, country road, outlaw country","Alabama, Toby Keith, Brooks & Dunn"
Don Williams,62,"classic country pop, country","Charley Pride, Vince Gill, Conway Twitty"
Ronan Keating,62,"europop, talent show","Take That, Boyzone, Wet Wet Wet"
Andy Williams,61,"adult standards, easy listening","Perry Como, Bing Crosby, Brenda Lee"
Jean-Jacques Goldman,62,"chanson, french pop","Michael Jones, Johnny Hallyday, Florent Pagny"
Eyedress,77,"noise pop, pov: indie","TV Girl, Dent May, Yot Club"
Rick Springfield,64,"album rock, australian rock, classic rock, glam metal, hard rock, mellow gold, new romantic, new wave pop, soft rock, yacht rock","Pat Benatar, The J. Geils Band, Journey"
Caesars,56,swedish indie rock,"Franz Ferdinand, The Fratellis, The White Stripes"
Evan Honer,65,folk,"Julia DiGrazia, Dylan Gossett, Sam Barber"
Daryl Hall & John Oates,77,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock","Billy Joel, Fleetwood Mac, Electric Light Orchestra"
Bobby Helms,56,seasonal,"The Fontane Sisters, Burl Ives, Gene Autry"
Frank Sinatra,79,"adult standards, easy listening, lounge","Louis Armstrong, Nat King Cole, Dean Martin"
Chuck Berry,68,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul","Little Richard, Jerry Lee Lewis, Creedence Clearwater Revival"
Lorenz Büffel,56,"discofox, partyschlager","Mickie Krause, Mia Julia, Ikke Hüftgold"
Joe Diffie,61,"classic oklahoma country, contemporary country, country, country road","Tracy Byrd, Travis Tritt, Shenandoah"
Third Eye Blind,66,"alternative metal, alternative rock, pop rock, post-grunge","Lit, Everclear, Jimmy Eat World"
No Doubt,70,"dance pop, dance rock, permanent wave, pop rock, rock","The Cranberries, The Cardigans, Blondie"
Patrick Bouchitey,5,chanson humoristique,"Patachtouille, ""DJ Têtard lami des marmots"", Jean-Pierre Jaubert"
Clint Black,59,"contemporary country, country, country road","John Anderson, Mark Chesnutt, Sawyer Brown"
Gameboi,24,"bubblegum bass, pink noise","CXLE, That Kid, Mel 4Ever"
Roger Miller,54,"classic country pop, classic oklahoma country, nashville sound","Hank Williams, June Carter Cash, Jimmy Dean"
Sixpence None The Richer,70,"lilith, pop rock","The Cranberries, Natalie Imbruglia, ""The Las"""
BL3SS,70,pop,"CamrinWatsin, Badger, Jazzy"
Roy Bee,53,nightcore,"Lucky Twice, Discotronic, PAYWALL"
Luci4,57,sigilkore,"Kempachii, Axxad, kaystrueno"
Gigi D'Agostino,72,"eurodance, italo dance","Guru Josh Project, A Touch Of Class, La Bouche"
3OH!3,64,"dance pop, electropowerpop, pop punk, pop rap, post-teen pop","Cobra Starship, Metro Station, The All-American Rejects"
Girls Rituals,36,weirdcore,"Mom, Devi McCallion, Cats Millionaire"
La Bande à Basile,28,chanson paillarde,"""Defer et snorchess"", Bézu, Patrick Sébastien"
Manau,49,rap conscient,"Louise Attaque, Partenaire Particulier, Images"
David Bowie,78,"art rock, classic rock, glam rock, permanent wave, rock","Talking Heads, The Rolling Stones, The Doors"
TAL,57,singer-songwriter pop,"Lily Meola, Micky, Chayce Beckham"
Les Prêtres,22,pop,"Vincent Niclo, Amaury Vassili, Tony Bredelet"
Michel Sardou,58,"chanson, french pop","Johnny Hallyday, Patrick Bruel, Pierre Bachelet"
Images,46,"chanson, classic french pop, french pop","Partenaire Particulier, Début De Soirée, Jean-Pierre Mader"
Dean Martin,70,"adult standards, easy listening, lounge, vocal jazz","Nat King Cole, Bobby Darin, Frank Sinatra"
Mt. Joy,72,"pov: indie, stomp and holler","Caamp, Briston Maroney, Houndmouth"
Patrick Sébastien,43,chanson paillarde,"Sébastien Patoche, Ricoune, La Bande à Basile"
The Bellamy Brothers,61,"classic country pop, country, country rock","Eddie Rabbitt, Kenny Rogers, Lynn Anderson"
Chubby Checker,57,"rock-and-roll, rockabilly","Bill Haley & His Comets, The Archies, Roy Orbison"
Joe Walsh,56,"album rock, blues rock, classic rock, country rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, southern rock","Allman Brothers Band, Grand Funk Railroad, Bad Company"
John Michael Montgomery,61,"contemporary country, country, country road","Diamond Rio, Travis Tritt, Joe Nichols"
Good Charlotte,67,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge","The All-American Rejects, Jimmy Eat World, blink-182"
Ellie Goulding,80,"indietronica, metropopolis, pop, uk pop","Sia, Zara Larsson, Bebe Rexha"
The Charlie Daniels Band,60,"album rock, classic rock, country, country rock, southern rock","Mel McDaniel, Waylon Jennings, Nitty Gritty Dirt Band"
underscores,51,hyperpop,"Frost Children, Jane Remover, gabby start"
Johnny Lee,49,"classic country pop, country","Ronnie Milsap, The Oak Ridge Boys, Conway Twitty"
Bully,44,"bubblegrunge, indie punk","Ratboys, Momma, Blondshell"
Kane Brown,77,"black americana, contemporary country, country, country road","Jordan Davis, Thomas Rhett, Sam Hunt"
Bread Beatz,62,slowcore,"VaporGod, Key Kelly, zaichkou888"
Conway Twitty,63,"arkansas country, classic country pop, country, country rock","George Jones, Keith Whitley, Mel McDaniel"
The Psychedelic Furs,57,"alternative rock, new romantic, new wave, new wave pop, post-punk","Echo & the Bunnymen, The Church, New Order"
Joy Division,65,"alternative rock, indie rock, madchester, new wave, post-punk, punk, rock, uk post-punk","The Cure, Echo & the Bunnymen, New Order"
The Cardigans,70,"lilith, new wave pop, permanent wave, pop rock, swedish pop","The Cranberries, No Doubt, Sixpence None The Richer"
TV Girl,84,pov: indie,"Eyedress, Mac DeMarco, Alex G"
Miss Madeline,32,pink noise,"RYL0, Donatachi, Nova May"
SEBii,43,"glitchcore, hyperpop","blackwinterwells, angelus, Deko"
The Cars,68,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, permanent wave, power pop, rock, singer-songwriter, soft rock, synthpop","Cheap Trick, Tom Petty and the Heartbreakers, Heart"
Magic System,60,"afropop, french pop, zouglou","Vegedream, GIMS, Aya Nakamura"
Merle Haggard & The Strangers,53,bakersfield sound,"Waylon Jennings, David Allan Coe, Mel McDaniel"
Loving Caliber,55,scandipop,"Mondays, waykap, Elijah N"
Renaud,61,"chanson, french pop, french rock","Daniel Balavoine, Francis Cabrel, Johnny Hallyday"
The Backseat Lovers,67,"pov: indie, slc indie","Briston Maroney, Peach Pit, flipturn"
Ky Vöss,28,pittsburgh indie rock,"twst, Alice Glass, Father Koi"
Keith Whitley,60,"country, country road","Tracy Lawrence, Clint Black, Conway Twitty"
Allman Brothers Band,64,"album rock, blues rock, classic rock, country rock, folk rock, hard rock, jam band, mellow gold, rock, singer-songwriter, soft rock, southern rock","The Marshall Tucker Band, Joe Walsh, The Band"
Slade,52,glam rock,"Status Quo, Phil Lynott, Tom Robinson Band"
Houndmouth,57,"indie folk, modern folk rock, new americana, stomp and holler","Shakey Graves, Rayland Baxter, The Head And The Heart"
Paramore,80,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock","My Chemical Romance, The All-American Rejects, Fall Out Boy"
Capoxxo,40,"glitchcore, hyperpop","i9bonsai, Senses, keyblayde808"
Nightcore,51,"hands up, nightcore","Nightcore Reality, NIVIRO, LA Nightcore"
Meryl Streep,66,"hollywood, show tunes","Amanda Seyfried, Julie Walters, Pierce Brosnan"
LXNGVX,76,"gym phonk, krushfunk","SXID, Polaris, 2KE"
Bee Gees,79,"disco, mellow gold, soft rock","Elton John, George Michael, Rod Stewart"
Tommy James & The Shondells,56,"bubblegum pop, classic garage rock, classic rock, country rock, folk rock, mellow gold, merseybeat, psychedelic rock, rock-and-roll","""The Lovin Spoonful"", The Young Rascals, The Zombies"
Brad Paisley,67,"contemporary country, country, country road","Tim McGraw, Travis Tritt, Blake Shelton"
Alexandra Stan,63,romanian pop,"Vika Jigulina, Edward Maya, Pitbull"
Cody Jinks,65,"classic texas country, modern southern rock, outlaw country","Whiskey Myers, Jamey Johnson, Southall"
New Found Glory,60,"easycore, neon pop punk, pop punk","Sugarcult, The Starting Line, Yellowcard"
Pinegrove,67,"countrygaze, new jersey indie, small room","Duster, Current Joys, Alex G"
Don Louis,52,texas country,"Kingery, Hueston, Ty March."
INXS,71,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock","Simple Minds, Duran Duran, Fine Young Cannibals"
Shenandoah,59,"contemporary country, country, country road","Tracy Lawrence, Joe Diffie, Keith Whitley"
Macseal,47,"diy emo, long island punk, midwest emo, small room","sports., TRSH, Camping In Alaska"
Ozzy Osbourne,73,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock","Mötley Crüe, Metallica, Black Sabbath"
Johnny Horton,50,"classic country pop, cowboy western","Jimmy Dean, C.W. McCall, The Statler Brothers"
plenka,59,drift phonk,"Portwave, REDCHINAWAVE, my!lane"
Poison,64,"album rock, classic rock, glam metal, hard rock, rock","Def Leppard, Warrant, Quiet Riot"
Cameron Sacky Band,38,"red dirt, texas country","Slade Coulter, J.R. Carroll, Jarrod Morris"
The Last Dinner Party,67,indie pop,"Lola Young, The Beaches, boygenius"
Martha Reeves & The Vandellas,56,"classic girl group, classic soul, motown, soul, southern soul","Wilson Pickett, Jackie Wilson, Fontella Bass"
John Williams,72,"orchestral soundtrack, soundtrack","Alan Silvestri, Michael Giacchino, John Powell"
Starship,67,"album rock, classic rock, mellow gold, new romantic, new wave pop, soft rock, synthpop","Eric Carmen, Kenny Loggins, Belinda Carlisle"
Yellowcard,64,"alternative metal, pop punk, post-grunge, socal pop punk","Sugarcult, The Red Jumpsuit Apparatus, Good Charlotte"
Roy Orbison,68,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock","Elvis Presley, The Righteous Brothers, Tom Jones"
Troye Sivan,79,"australian pop, pop, viral pop","Ariana Grande, Sabrina Carpenter, Taylor Swift"
Finger Eleven,63,"alternative metal, canadian rock, funk metal, nu metal, post-grunge","Trapt, Seether, Puddle Of Mudd"
MUNA,59,"alt z, indie pop, indie poptimism, la pop, metropopolis","The Aces, HAIM, Holly Humberstone"
Rosanne Cash,49,"classic country pop, country rock, folk, lilith, singer-songwriter","Mary Chapin Carpenter, Emmylou Harris, Rodney Crowell"
Mike Ryan,48,"classic texas country, red dirt","Casey Donahew, Kolby Cooper, Josh Ward"
Walker Montgomery,46,country pop,"Drew Parker, Jenna Paulette, Brandon Davis"
The Fray,73,"neo mellow, piano rock, pop, pop rock","The Goo Goo Dolls, The Script, ""Plain White Ts"""
cade clair,67,krushclub,"jnhygs, Lumi Athena, 9lives"
SHARKFISH,19,hyperpop,"Mikie Mayo, Pent Up Pup, Space Candy"
Yes,61,"album rock, art rock, classic rock, hard rock, progressive rock, rock, soft rock, symphonic rock","Rush, Genesis, The Who"
The Paper Kites,71,"acoustic pop, australian indie folk, indie anthem-folk, indie folk, stomp and flutter, stomp and holler","Gregory Alan Isakov, Hollow Coves, Novo Amor"
Van Halen,74,"album rock, classic rock, hard rock, rock","Boston, Def Leppard, ZZ Top"
Jimmy Eat World,69,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock","Good Charlotte, The All-American Rejects, blink-182"
Merle Haggard,62,"bakersfield sound, country, country rock, nashville sound, outlaw country","George Jones, Johnny Paycheck, David Allan Coe"
Planet 1999,31,"escape room, hyperpop","caro♡, Neggy Gemmy, Hyd"
Adictted,38,pop,"Eladio chambion, Gabo Herconz ®, aLee DJ"
Tino Rossi,33,"vintage chanson, ye ye","Les Compagnons De La Chanson, Luis Mariano, Line Renaud"
Mason,53,"contemporary country, country","Willow Avalon, Maggie Antone, The Red Clay Strays"
HIXTAPE,64,modern country pop,"HARDY, Dustin Lynch, Randy Houser"
Muscadine Bloodline,67,modern country pop,"Parker McCollum, Ian Munsick, Kameron Marlowe"
Tia Blake,46,american folk revival,"Jean Ritchie, Connie Converse, Tír na nÓg"
Lil Soda Boi,34,bubblegum bass,"nineishuman, Maple, monty.pk"
Josh Meloy,67,"classic oklahoma country, modern country pop, oklahoma country, texas country","Sam Barber, Whiskey Myers, Wyatt Flores"
Clover!,52,scenecore,"Nosgov, kojo, zbxa"
Naked Eyes,52,"new romantic, new wave pop, synthpop","The Fixx, Modern English, Thompson Twins"
All Saints,57,"dance pop, europop, girl group, new wave pop","Texas, GABRIELLE, ""Desree"""
Kill Eva,60,electro pop,"ENCASSATOR, REDCHINAWAVE, akiaura"
CFCF,36,balearic,"Neggy Gemmy, Yawning Portal, James K"
alt!,58,krushclub,"Bryansanon, ProdByAbnormal, 9lives"
Jonathan Eng,64,"broadway, hollywood, movie tunes, show tunes","Lin-Manuel Miranda, Okieriete Onaodowan, Original Broadway Cast of Hamilton"
Chase Rice,60,"contemporary country, country, country road, modern country rock","Dustin Lynch, Chris Young, Chris Lane"
Shakey Graves,61,"austin americana, austindie, indie folk, new americana, seattle indie, stomp and holler","Houndmouth, Rayland Baxter, Caamp"
Majestic,15,"psychedelic soul, traditional soul","Renaldo Domino, Sag War Fare, Little Janice"
Billy Talent,65,canadian punk,"Rise Against, Sum 41, zebrahead"
Vladimir Cosma,49,"french soundtrack, vintage french electronic","Cook da Books, Richard Sanderson, Sacha Distel"
Doc & Merle Watson,33,"appalachian folk, bluegrass, progressive bluegrass, traditional folk","Doc Watson, John Hartford, Peter Rowan"
Alice Longyu Gao,45,"escape room, hyperpop, pink noise","Dorian Electra, That Kid, umru"
Richard Marx,68,"new wave pop, soft rock","Michael Bolton, Peter Cetera, Savage Garden"
kets4eki,67,scenecore,"asteria, 6arelyhuman, d3r"
KISS,73,"glam rock, hard rock, rock","AC/DC, ""Guns N Roses"", Twisted Sister"
Steve Miller Band,68,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock","Tom Petty and the Heartbreakers, Bob Seger, Tom Petty"
Meghan Trainor,80,"hip pop, pop","Miley Cyrus, Jessie J, Katy Perry"
Brenda Lee,62,"adult standards, easy listening, lounge, rockabilly","Perry Como, Andy Williams, Dean Martin"
John Conlee,52,"classic country pop, country","Vern Gosdin, The Oak Ridge Boys, Confederate Railroad"
Charlie Rich,51,"arkansas country, country, nashville sound","Tammy Wynette, Jeannie C. Riley, Crystal Gayle"
Randy Houser,61,"contemporary country, country, country road","Chris Janson, Joe Nichols, Craig Morgan"
dave rodgers,51,super eurobeat,"MEGA NRG MAN, Lou Grant, KEN BLAST"
monty.pk,37,hyperpop,"torr, Can of Bliss, Lil Soda Boi"
Robbie Williams,71,"dance rock, europop","Take That, James Blunt, Phil Collins"
Lustra,56,pop rock,"Wheatus, Fountains Of Wayne, The All-American Rejects"
Don Gibson,42,nashville sound,"Hank Locklin, Sonny James, Leroy Van Dyke"
Tommy Fleece,25,zoomergaze,"Caleb Peters, MGNA Crrrta, drama trial"
John Anderson,55,"classic country pop, country, country road, country rock","Clint Black, Mark Chesnutt, Dwight Yoakam"
Real Life,46,"new romantic, synthpop","Corey Hart, Animotion, After The Fire"
Kings of Leon,77,"modern rock, rock","The Killers, The Kooks, Red Hot Chili Peppers"
SUICIDAL-IDOL,66,"scenecore, sped up","STM, Britney Manson, NBSPLV"
Patrick Swayze,54,yacht rock,"Eric Carmen, Jennifer Warnes, Bill Medley"
Vigiland,54,"deep pop edm, electronic trap","ItaloBrothers, Tungevaag, MAKJ"
Tal Bachman,56,pop rock,"Semisonic, Deep Blue Something, Fountains Of Wayne"
FrankJavCee,56,vaportrap,"Home, Resonance Hub, Portwave"
Rainbow,71,pov: indie,"Mt. Joy, Briston Maroney, Matt Maeson"
akiaura,64,dreampunk,"STM, Pastel Ghost, Kill Eva"
John Mayer,79,"neo mellow, singer-songwriter","Jack Johnson, James Bay, Jason Mraz"
Dustin Lynch,68,"contemporary country, country, country road, modern country rock","Cole Swindell, Chris Young, Thomas Rhett"
Hal Ketchum,46,"classic country pop, country, country road, country rock","Sawyer Brown, David Ball, Patty Loveless"
Sawyer Brown,58,"contemporary country, country, country road","Tracy Byrd, Mark Chesnutt, Clint Black"
Keith Urban,71,"contemporary country, country, country road","Tim McGraw, Thomas Rhett, Blake Shelton"
Blur,71,"alternative rock, britpop, madchester, permanent wave, rock","Franz Ferdinand, Pixies, Oasis"
Drake Milligan,56,country,"Cooper Alan, James Johnston, Joe Diffie"
Zach Top,72,modern country pop,"Riley Green, Treaty Oak Revival, Gavin Adcock"
Remi Wolf,69,"indie pop, modern alternative pop","The Japanese House, Rachel Chinouriri, MICHELLE"
Beach House,74,"art pop, baltimore indie, dream pop, dreamo, indie rock, indietronica, modern dream pop, pov: indie","Current Joys, Mac DeMarco, Strawberry Guy"
Garou,53,"chanson, french pop","Patrick Fiori, Natasha St-Pier, Florent Pagny"
No Rome,51,indietronica,"joan, The Ivy, Ruel"
Led Zeppelin,77,"album rock, classic rock, hard rock, rock","Jimi Hendrix, The Doors, The Rolling Stones"
Fountains Of Wayne,59,"pop rock, power pop","The All-American Rejects, Jimmy Eat World, Bowling For Soup"
Hannah Diamond,41,"escape room, hyperpop, proto-hyperpop","Finn Keane, Namasenda, GFOTY"
Bob Wills,36,"bakersfield sound, traditional country, western swing","Red Foley, Bob Wills & Tommy Duncan with The Texas Playboys, Bob Wills"
Maurice Williams,23,soul,"The Falcons, Dee Clark, Barbara George"
Sheryl Crow,68,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter","Counting Crows, Alanis Morissette, Tom Petty"
Daniel Romano,35,"alternative country, canadian americana, canadian country, canadian singer-songwriter","Aaron Lee Tasjan, The Felice Brothers, The Sadies"
Crystal Castles,72,"alternative dance, bitpop, digital hardcore, indietronica, neo-synthpop, new rave, nintendocore","Pastel Ghost, Mareux, Sidewalks and Skeletons"
Holly Macve,41,"british country, yodeling","Rob Grant, Etta Marcus, Barrie-James"
Sara Evans,54,"contemporary country, country, country dawn, country gospel, country road","Jo Dee Messina, Trisha Yearwood, Sugarland"
The Archies,58,"bubblegum pop, classic canadian rock, rock-and-roll","Roy Orbison, Chubby Checker, Katrina & The Waves"
Robin Schulz,78,"deep euro house, deep house, edm, german dance, pop dance, tropical house","Felix Jaehn, Lost Frequencies, David Guetta"
noturgf,66,sped up,"krush, Mckyyy, Key Kelly"
Eddie Cochran,53,"rock-and-roll, rockabilly","Fats Domino, Danny & The Juniors, Little Richard"
Cream,64,"album rock, blues rock, british blues, classic rock, folk rock, hard rock, psychedelic rock, rock, singer-songwriter, supergroup","Jimi Hendrix, Derek & The Dominos, The Doors"
DJ Ötzi,59,"classic schlager, oktoberfest, schlager","Andreas Gabalier, Helene Fischer, Wolfgang Petry"
Guns N' Roses,81,"glam metal, hard rock, rock","Aerosmith, AC/DC, Bon Jovi"
Mustafa Kaya,32,turkish,"Nisa, Olgun Şimşek, Gökçe Kırgız"
Måneskin,81,"indie rock italiano, italian pop","Tom Morello, Imagine Dragons, YUNGBLUD"
MISS LUXURY,50,bubblegum bass,"Rina Whorgan, Nicxletina, Ayesha Erotica"
HARDY,76,"contemporary country, modern country pop","Warren Zeiders, Bailey Zimmerman, HIXTAPE"
Cults,73,"experimental pop, indie surf, pov: indie","Eyedress, Roar, The Neighbourhood"
xxanteria,70,"krushfunk, sped up","ZWE1HVNDXR, CURSEDEVIL, Skorde"
That Kid,40,"hyperpop, pink noise, proto-hyperpop","Donatachi, Gameboi, Petey Plastic"
Eddie Money,58,"album rock, classic rock, country rock, glam metal, hard rock, mellow gold, soft rock, southern rock","38 Special, Loverboy, Cheap Trick"
Turnover,56,"alternative emo, chill dream pop, dreamo, emo","Microwave, Citizen, It Looks Sad."
Berlin,63,"new romantic, new wave pop, synthpop","Eric Carmen, Chris de Burgh, Cyndi Lauper"
The Romantics,59,"album rock, mellow gold, new romantic, new wave, new wave pop, power pop, soft rock","""The B-52s"", Pat Benatar, Electric Light Orchestra"
Kidd G,60,modern country pop,"Drew Green, Hayden Coffman, David Morris"
Wheatus,64,pop rock,"Lustra, Fountains Of Wayne, Green Day"
Taylor Dayne,57,"freestyle, hi-nrg, new romantic, new wave pop, soft rock, synthpop","Paula Abdul, Bananarama, Tiffany"
Buddy Holly,58,"classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter","The Crickets, Fats Domino, The Everly Brothers"
Rhett Akins,50,"contemporary country, country, country road","Clay Walker, Aaron Tippin, Mark Chesnutt"
Jessi Colter,41,"classic country pop, outlaw country","Johnny Rodriguez, Porter Wagoner, Johnny Duncan"
Thin Lizzy,62,"album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock","The Who, Free, Derek & The Dominos"
Nat King Cole,71,"adult standards, easy listening, lounge, soul, swing, vocal jazz","Dean Martin, Louis Armstrong, Frank Sinatra"
Manchester Orchestra,63,indie rock,"Bon Iver, The Paper Kites, Gregory Alan Isakov"
Cute Is What We Aim For,46,"neon pop punk, pixie, pop punk","Cartel, The Academy Is..., Forever The Sickest Kids"
BOYS LIKE GIRLS,62,"neon pop punk, pop punk","We The Kings, The Click Five, Mayday Parade"
The Box Tops,58,"bubblegum pop, classic garage rock, folk rock, merseybeat, psychedelic rock, rock-and-roll","The Troggs, Buffalo Springfield, Canned Heat"
NBSPLV,68,sped up,"STM, akiaura, INTERWORLD"
Ryan Bingham,59,"new americana, outlaw country","Turnpike Troubadours, The Steeldrivers, Shane Smith & the Saints"
Jennifer Rush,53,new wave pop,"Nick Kamen, Robin Beck, Johnny Logan"
Huey Lewis & The News,65,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock","Kenny Loggins, The J. Geils Band, Cheap Trick"
Corona,60,eurodance,"SNAP!, La bouche, Haddaway"
Mareux,67,dark synthpop,"Pastel Ghost, Sidewalks and Skeletons, Crystal Castles"
The La's,64,britpop,"Sixpence None The Richer, Supergrass, The Cranberries"
